聲,呼,等,韻,調,組,攝,單字,多音,原註,罕度
-,-,-,-,-,-,-,秘,0,,0
-,-,-,-,-,-,-,拆,0,,0
-,-,-,-,-,-,-,爺,0,,0
-,-,-,-,-,-,-,葡,0,,0
-,-,-,-,-,-,-,嬸,0,,0
-,-,-,-,-,-,-,蟑,0,,2
-,-,-,-,-,-,-,錳,0,,1
-,-,-,-,-,-,-,垃,0,,0
端,開,三,幽,平,端,流,丟,0,,0
-,-,-,-,-,-,-,毽,0,,2
-,-,-,-,-,-,-,垮,0,,0
-,-,-,-,-,-,-,菠,0,,0
-,-,-,-,-,-,-,菫,0,,3
-,-,-,-,-,-,-,哎,0,,1
-,-,-,-,-,-,-,菇,0,,1
-,-,-,-,-,-,-,潑,0,,0
-,-,-,-,-,-,-,戳,0,,1
-,-,-,-,-,-,-,鵪,0,,2
-,-,-,-,-,-,-,裙,0,,0
-,-,-,-,-,-,-,皂,0,,0
-,-,-,-,-,-,-,皓,0,,2
-,-,-,-,-,-,-,炸,0,,0
-,-,-,-,-,-,-,甦,0,,0
-,-,-,-,-,-,-,甩,0,,0
-,-,-,-,-,-,-,褪,1,褪色,2
,,,,,,,褪,1,褪落來,2
-,-,-,-,-,-,-,耗,0,,0
-,-,-,-,-,-,-,狠,0,,0
-,-,-,-,-,-,-,蒂,0,,1
-,-,-,-,-,-,-,坏,0,同「坯」,0
-,-,-,-,-,-,-,乒,0,,0
-,-,-,-,-,-,-,乓,0,,0
-,-,-,-,-,-,-,么,0,,0
-,-,-,-,-,-,-,趴,0,,0
-,-,-,-,-,-,-,痺,0,,3
-,-,-,-,-,-,-,症,0,,0
-,-,-,-,-,-,-,趕,0,,0
-,-,-,-,-,-,-,痘,0,,1
-,-,-,-,-,-,-,硼,0,,1
-,-,-,-,-,-,-,找,0,,0
-,-,-,-,-,-,-,扼,0,,1
-,-,-,-,-,-,-,扯,0,,0
-,-,-,-,-,-,-,托,0,,0
-,-,-,-,-,-,-,硓,0,,3
-,-,-,-,-,-,-,蚜,0,,1
-,-,-,-,-,-,-,氧,0,,0
-,-,-,-,-,-,-,氯,0,,1
-,-,-,-,-,-,-,氫,0,,1
-,-,-,-,-,-,-,煉,0,,0
-,-,-,-,-,-,-,煲,0,,2
-,-,-,-,-,-,-,煮,0,,0
,,,,,,,饃,0,,1
端,合,一,歌,去,端,果,剁,0,,2
定,合,一,歌,上,端,果,垛,0,,1
來,合,,歌,平,來,果,腡,0,,3
來,合,一,歌,上,來,果,瘰,0,,2
來,合,,歌,去,來,果,摞,0,,2
清,合,,歌,去,精,果,銼,0,,1
清,合,一,歌,去,精,果,莝,0,,3
從,合,一,歌,平,精,果,矬,0,,2
心,合,一,歌,平,精,果,唆,0,,1
溪,合,一,歌,平,見,果,窠,0,,2
影,合,,歌,平,影,果,倭,0,,2
影,合,一,歌,去,影,果,涴,0,,3
群,合,三,歌,平,見,果,瘸,0,,1
幫,開,二,麻,去,幫,假,欛,0,,3
幫,開,二,麻,去,幫,假,垻,0,,3
,,,,,,,鈀,0,,2
來,開,三,侵A,平,來,深,痳,0,,3
澄,開,,麻,平,知,假,搽,0,,2
初,開,,麻,平,莊,假,杈,0,,1
初,開,,麻,去,莊,假,汊,0,,2
見,開,二,麻,平,見,假,痂,0,,2
見,開,二,麻,去,見,假,稼,0,,0
,,,,,,,伢,0,,2
疑,開,二,麻,去,見,假,迓,0,,2
精,開,三,麻,平,精,假,嗟,0,,2
從,開,三,麻,去,精,假,褯,0,,3
,,,,,,,麝,0,,2
書,開,三,麻,平,章,假,賒,0,,1
,,,,,,,佘,0,,2
見,合,二,麻,上,見,假,剮,0,,2
影,開,一,歌,去,影,果,侉,0,,3
匣,合,二,麻,平,影,假,鏵,0,,2
端,開,一,模,去,端,遇,蠹,0,,2
來,開,一,模,平,來,遇,鸕,0,,3
來,開,一,模,上,來,遇,鹵,0,,1
心,開,一,模,去,精,遇,嗉,0,,2
見,開,一,模,上,見,遇,牯,0,,2
見,開,一,模,上,見,遇,蠱,0,,2
曉,合,,模,去,影,遇,戽,0,,3
清,開,三,魚,平,精,遇,疽,0,,2
心,合,三,魚,平,精,遇,胥,0,,2
徹,合,三,魚,上,知,遇,褚,0,,2
澄,開,三,魚,上,知,遇,苧,0,,2
澄,合,三,魚,去,知,遇,箸,0,,2
影,合,三,魚,平,影,遇,淤,0,,1
,,,,,,,跗,0,,2
幫,合,三,虞,上,幫,遇,腑,0,,2
滂,合,三,虞,平,幫,遇,麩,0,,1
滂,合,三,虞,去,幫,遇,訃,0,,2
並,合,三,虞,上,幫,遇,釜,0,,2
影,開,一,模,平,影,遇,鎢,0,,2
知,合,三,虞,平,知,遇,誅,0,,2
初,合,三,虞,平,莊,遇,芻,0,,2
章,合,三,虞,平,章,遇,硃,0,,0
書,合,三,虞,去,章,遇,戍,0,,2
見,合,三,虞,平,見,遇,駒,0,,1
疑,開,一,咍,平,見,蟹,獃,0,,0
從,開,,咍,平,精,蟹,纔,0,,0
溪,開,一,咍,上,見,蟹,愷,0,,2
影,開,,泰,去,影,蟹,靄,0,,2
崇,開,二,皆,平,莊,蟹,豺,0,,1
見,開,,皆,平,見,蟹,稭,0,,3
見,開,二,皆,去,見,蟹,疥,0,,2
溪,開,,皆,平,見,蟹,揩,0,,1
並,開,二,佳,去,幫,蟹,稗,0,,2
初,開,二,佳,平,莊,蟹,釵,0,,2
生,開,二,佳,去,莊,蟹,曬,0,,0
影,開,二,佳,去,影,蟹,隘,0,,1
精,開,三,祭A,去,精,蟹,穄,0,,3
疑,開,三,祭A,去,見,蟹,囈,0,,2
疑,開,三,廢,去,見,蟹,刈,0,,2
幫,開,四,齊,平,幫,蟹,蓖,0,,1
幫,開,四,齊,去,幫,蟹,箅,0,,3
從,開,,齊,上,精,蟹,薺,0,,1
疑,開,四,齊,去,見,蟹,詣,0,,2
影,開,四,齊,去,影,蟹,瞖,0,,3
滂,合,一,灰,平,幫,蟹,坯,0,,1
,,,,,,,裴,0,,2
端,合,一,灰,去,端,蟹,碓,0,,2
定,合,一,灰,平,端,蟹,頽,0,,1
溪,合,一,灰,平,見,蟹,詼,0,,2
匣,合,一,灰,平,影,蟹,茴,0,,1
影,合,一,灰,平,影,蟹,煨,0,,2
見,合,一,泰,去,見,蟹,劊,0,,1
溪,合,二,皆,去,見,蟹,蒯,0,,3
日,合,三,祭A,去,日,蟹,芮,0,,2
溪,合,四,齊,平,見,蟹,奎,0,,2
幫,開,三,支A,平,幫,止,裨,0,,2
幫,開,三,支A,上,幫,止,俾,0,,2
來,開,三,支A,去,來,止,荔,0,,1
心,開,三,支A,上,精,止,璽,0,,2
章,開,三,支A,平,章,止,梔,0,,2
書,開,三,支A,上,章,止,豕,0,,2
禪,開,三,支A,去,莊,止,豉,0,,3
見,開,三,支B,平,見,止,羈,0,,2
群,開,三,支A,平,見,止,岐,0,,2
,,,,,,,徛,0,,3
幫,開,三,脂A,去,幫,止,痹,0,,1
幫,開,三,脂A,上,幫,止,秕,0,,1
幫,開,三,脂B,去,幫,止,轡,0,,2
滂,開,三,脂B,平,幫,止,丕,0,,2
幫,開,四,齊,平,幫,蟹,篦,0,,2
精,開,三,脂A,平,精,止,咨,0,,1
從,開,三,脂A,平,精,止,糍,0,,2
澄,開,三,脂B,上,知,止,雉,0,,2
昌,開,三,脂A,平,章,止,鴟,0,,2
書,開,三,脂A,平,章,止,尸,0,,0
書,開,三,脂A,平,章,止,鈰,0,,3
,,,,,,,祁,0,,2
群,開,三,脂A,平,見,止,耆,0,,2
以,開,三,脂A,去,以,止,肄,0,,1
從,開,三,之,去,精,止,牸,0,,3
徹,開,三,之,平,知,止,癡,0,,1
澄,開,三,之,上,知,止,痔,0,,2
莊,開,三,之,平,莊,止,輜,0,,2
崇,開,三,之,上,莊,止,俟,0,,2
章,開,三,之,去,章,止,痣,0,,2
禪,開,三,之,平,莊,止,鰣,0,,3
疑,開,三,微,平,見,止,沂,0,,2
曉,合,三,支B,平,影,止,麾,0,,2
,,,,,,,餧,0,,3
心,合,三,脂A,平,精,止,綏,0,,2
群,合,三,脂B,平,見,止,夔,0,,2
幫,合,三,微,上,幫,止,榧,0,,2
幫,合,,微,去,幫,止,痱,0,,2
並,開,一,豪,去,幫,效,菢,0,,3
,,,,,,,澇,0,,0
心,開,一,豪,平,精,效,臊,0,,1
溪,開,一,豪,去,見,效,犒,0,,2
曉,開,一,豪,平,影,效,薅,0,,2
匣,開,一,豪,平,影,效,壕,0,,1
影,開,,豪,平,影,效,爊,0,,3
,,,,,,,麅,0,,3
,,,,,,,鉋,0,,3
娘,開,二,肴,平,知,效,鐃,0,,2
莊,開,,肴,去,莊,效,笊,0,,3
生,開,,肴,平,莊,效,捎,0,,0
生,開,二,肴,去,莊,效,潲,0,,3
見,開,,肴,上,見,效,鉸,0,,2
影,開,二,肴,平,影,效,坳,0,,2
影,開,二,肴,上,影,效,拗,0,,1
幫,開,三,宵B,平,幫,效,臕,0,,3
幫,開,三,宵A,平,幫,效,飈,0,,2
並,開,三,宵A,平,幫,效,嫖,0,,2
並,開,三,宵A,上,幫,效,鰾,0,,2
明,開,三,宵A,上,幫,效,藐,0,,1
精,開,三,宵A,上,精,效,剿,0,,1
精,開,三,宵A,去,精,效,醮,0,,2
清,開,三,宵A,平,精,效,鍬,0,,0
清,開,三,宵A,平,精,效,繰,0,,3
心,開,三,宵A,去,精,效,鞘,0,,2
章,開,三,宵A,去,章,效,詔,0,,2
,,,,,,,橈,0,,2
,,,,平,,,蕎,0,,1
曉,開,三,宵B,平,影,效,枵,0,,3
,,,,去,,,鷂,0,,2
透,開,四,蕭,去,端,效,糶,0,,2
,,,,,,,敨,0,,3
泥,開,一,侯,去,端,流,耨,0,,3
來,開,一,侯,平,來,流,耬,0,,2
見,開,一,侯,去,見,流,彀,0,,3
見,開,一,侯,去,見,流,媾,0,,2
影,開,一,侯,平,影,流,瞘,0,,3
影,開,一,侯,平,影,流,甌,0,,2
影,開,一,侯,上,影,流,毆,0,,1
影,開,一,侯,去,影,流,漚,0,,2
影,開,一,侯,去,影,流,慪,0,,2
並,合,三,尤,上,幫,流,阜,0,,2
明,合,三,尤,平,幫,流,眸,0,,2
,,,,,,,餾,0,,1
精,開,三,尤,平,精,流,揫,0,,3
清,開,三,尤,平,精,流,鞦,0,,0
邪,開,三,尤,平,精,流,泅,0,,2
,,,,,,,搊,0,,3
生,開,三,尤,平,莊,流,餿,0,,2
章,開,三,尤,上,章,流,帚,0,,1
禪,開,三,尤,平,莊,流,讎,0,,3
見,開,三,尤,平,見,流,鬮,0,,3
群,開,三,尤,去,見,流,柩,0,,2
云,開,三,尤,去,影,流,宥,0,,3
以,開,三,尤,上,以,流,莠,0,,2
端,開,一,談,入,端,咸,搨,0,,3
精,開,一,覃,平,精,咸,簪,0,,2
透,開,,談,平,端,咸,坍,0,,2
匣,開,一,談,入,影,咸,盍,0,,3
來,開,一,談,入,來,咸,鑞,0,,3
,,,,,,,鏨,0,,2
見,開,一,談,平,見,咸,泔,0,,2
曉,開,一,談,平,影,咸,蚶,0,,2
匣,開,一,談,平,影,咸,邯,0,,2
知,開,二,咸,入,知,咸,劄,0,,3
崇,開,,咸,平,莊,咸,讒,0,,2
見,開,二,咸,入,見,咸,裌,0,,3
見,開,,咸,入,見,咸,袷,0,,2
生,開,二,銜,去,莊,咸,釤,0,,3
初,開,二,銜,去,莊,咸,懺,0,,2
見,開,二,銜,入,見,咸,胛,0,,2
匣,開,二,銜,入,影,咸,狎,0,,2
娘,開,三,鹽B,入,知,咸,鑷,0,,1
來,開,三,鹽A,平,來,咸,奩,0,,2
精,開,三,鹽A,平,精,咸,殲,0,,0
清,開,三,鹽A,平,精,咸,僉,0,,2
心,開,三,鹽A,平,精,咸,暹,0,,2
禪,開,三,鹽A,去,莊,咸,贍,0,,1
影,開,三,鹽B,平,影,咸,閹,0,,2
,,,,,,,魘,0,,2
以,開,三,鹽A,平,以,咸,檐,0,,1
以,開,三,鹽A,去,以,咸,艷,0,,0
疑,開,三,嚴,去,見,咸,釅,0,,2
曉,開,,嚴,平,影,咸,鍁,0,,1
曉,開,三,嚴,平,影,咸,杴,0,,1
,,,,,,,腌,0,,1
影,開,三,鹽B,平,影,咸,崦,0,,3
端,開,,添,平,端,咸,掂,0,,1
透,開,,添,上,端,咸,忝,0,,3
透,開,四,添,去,端,咸,㮇,0,,3
定,開,四,添,上,端,咸,簟,0,,3
定,開,四,添,入,端,咸,牒,0,,2
定,開,四,添,入,端,咸,諜,0,,1
泥,開,四,添,平,端,咸,鮎,0,,2
,,,,,,,苶,0,,3
見,開,四,添,平,見,咸,蒹,0,,3
,,,,,,,搛,0,,3
精,開,四,添,去,精,咸,僭,0,,2
娘,開,三,侵B,去,知,深,賃,0,,1
來,開,三,侵A,上,來,深,檁,0,,1
來,開,三,侵A,上,來,深,廪,0,,2
從,開,三,侵A,上,精,深,蕈,0,,2
徹,開,三,侵B,平,知,深,琛,0,,2
莊,開,三,侵A,平,莊,深,簪,0,,2
崇,開,三,侵B,平,莊,深,岑,0,,2
日,開,三,侵A,去,日,深,妊,0,,2
日,開,三,侵A,平,日,深,紝,0,,3
,,,,,,,撳,0,,2
,,,,,,,妗,0,,3
影,開,三,侵B,去,影,深,窨,0,,2
精,開,一,寒,去,精,山,灒,0,,3
見,開,,寒,上,見,山,擀,0,,2
匣,開,一,寒,入,影,山,曷,0,,3
見,開,二,山,去,見,山,襇,0,,3
見,開,二,山,上,見,山,柬,0,,1
匣,開,二,山,平,影,山,閑,0,,0
匣,開,二,山,去,影,山,莧,0,,2
幫,開,二,刪,平,幫,山,扳,1,扳手,1
滂,開,二,刪,平,幫,山,扳,1,,1
滂,開,二,刪,去,幫,山,襻,0,,3
,,,,,,,爿,0,,2
生,開,,刪,去,莊,山,疝,0,,2
見,開,二,刪,去,見,山,鐧,0,,2
幫,開,三,仙A,入,幫,山,鱉,0,,1
幫,開,三,仙A,入,幫,山,憋,0,,1
明,開,三,仙B,上,幫,山,娩,0,,1
,,,,,,,澠,0,,3
來,開,三,仙A,上,來,山,輦,0,,2
心,開,三,仙A,上,精,山,癬,0,,1
心,開,三,仙A,入,精,山,褻,0,,2
邪,開,三,仙A,平,精,山,涎,0,,1
知,開,三,仙B,入,知,山,蜇,0,,2
書,開,三,仙A,平,章,山,羶,0,,2
定,開,一,寒,上,端,山,膻,0,,2
禪,開,三,仙A,去,莊,山,膳,0,,1
見,開,三,仙A,入,見,山,孑,0,,2
,,,,,,,掮,0,,2
,,,,,,,犍,0,,2
疑,開,三,仙B,入,見,山,孽,0,,1
,,,,,,,蔫,0,,1
,,,,,,,拽,0,,2
,,,,,,,犍,0,,2
群,開,,元,去,見,山,腱,0,,2
曉,開,三,元,入,影,山,蠍,0,,1
影,開,三,元,入,影,山,謁,0,,1
影,開,,元,平,影,山,蔫,0,,1
,,,,,,,憋,0,,1
並,開,四,先,平,幫,山,駢,0,,2
泥,開,四,先,上,端,山,撚,0,,3
泥,開,,先,上,端,山,攆,0,,1
來,開,四,先,去,來,山,楝,0,,2
並,開,一,寒,入,幫,山,鈸,0,,2
端,合,,寒,入,端,山,掇,1,掂掇,2
知,合,三,仙A,入,知,山,掇,1,,2
透,合,一,寒,上,端,山,疃,0,,3
定,合,一,寒,去,端,山,椴,0,,2
來,合,一,寒,平,來,山,鸞,0,,2
來,合,一,寒,入,來,山,捋,0,,2
精,合,一,寒,上,精,山,纂,0,,2
,,,,,,,攢,0,,1
,,,,,,,汆,0,,3
匣,合,一,寒,平,影,山,紈,0,,2
匣,合,二,刪,上,影,山,皖,0,,2
影,合,一,寒,平,影,山,豌,0,,1
影,合,一,寒,平,影,山,剜,0,,2
見,合,二,山,平,見,山,鰥,0,,2
影,合,一,寒,入,影,山,斡,0,,2
初,合,二,刪,去,莊,山,篡,0,,1
生,合,二,刪,平,莊,山,閂,0,,2
生,合,二,刪,去,莊,山,涮,0,,1
匣,合,二,刪,去,影,山,宦,0,,1
邪,合,三,仙A,去,精,山,鏇,0,,2
澄,合,三,仙B,平,知,山,椽,0,,2
澄,合,三,仙B,上,知,山,篆,0,,2
,,,,,,,膞,0,,3
,,,,,,,篅,0,,3
群,合,三,仙B,平,見,山,鬈,0,,3
群,合,三,仙B,平,見,山,顴,0,,2
以,合,三,仙A,上,以,山,兗,0,,2
並,合,三,元,平,幫,山,礬,0,,1
見,合,三,元,入,見,山,厥,0,,2
群,合,三,元,入,見,山,憠,0,,3
見,合,三,元,入,見,山,孓,0,,2
曉,合,三,元,去,影,山,楦,0,,3
影,合,三,元,入,影,山,噦,0,,3
幫,開,三,真A,去,幫,臻,殯,0,,2
並,開,三,真A,上,幫,臻,牝,0,,2
並,開,三,真B,入,幫,臻,弼,0,,2
明,開,三,真A,上,幫,臻,泯,0,,2
,,,,,,,抿,0,,2
,,,,,,,燐,0,,3
娘,開,三,真B,入,知,臻,昵,0,,1
章,開,三,真A,入,章,臻,侄,0,,0
莊,開,三,臻,平,莊,臻,榛,0,,1
莊,開,三,臻,平,莊,臻,臻,0,,2
書,開,三,真A,平,章,臻,娠,1,妊娠,2
章,開,三,真A,去,章,臻,娠,1,,2
溪,開,三,真A,入,見,臻,詰,0,,2
曉,開,三,真B,去,影,臻,釁,0,,1
影,開,三,真A,平,影,臻,洇,0,,3
見,開,三,欣,入,見,臻,訖,0,,2
,,,,,,,錛,0,,2
,,,,,,,逩,0,,3
並,合,一,魂,入,幫,臻,𡋯,0,,3
並,合,一,魂,入,幫,臻,餑,0,,2
端,合,一,魂,去,端,臻,扽,0,,3
定,合,一,魂,平,端,臻,飩,0,,2
定,合,一,魂,上,端,臻,囤,0,,1
清,合,一,魂,入,精,臻,猝,0,,2
疑,合,一,魂,入,見,臻,杌,0,,2
匣,合,一,魂,平,影,臻,餛,0,,2
影,合,一,魂,平,影,臻,瘟,0,,1
清,合,三,真A,平,精,臻,皴,0,,2
心,合,三,真A,平,精,臻,荀,0,,2
,,,,,,,榫,0,,3
心,合,三,真A,去,精,臻,浚,0,,2
心,合,三,真A,去,精,臻,濬,0,,3
徹,合,三,真B,平,知,臻,椿,0,,1
知,合,三,真B,入,知,臻,絀,0,,2
船,合,三,真A,入,章,臻,秫,0,,1
禪,合,三,真A,平,莊,臻,蒓,0,,2
並,合,三,文,平,幫,臻,豶,0,,3
明,合,三,文,去,幫,臻,璺,0,,3
曉,合,三,文,平,影,臻,熏,0,,1
曉,合,三,文,平,影,臻,勳,0,,1
曉,合,三,文,平,影,臻,葷,0,,1
幫,開,一,唐,去,幫,宕,謗,0,,1
定,開,一,唐,入,端,宕,鐸,0,,2
泥,開,一,唐,上,端,宕,曩,0,,3
精,開,一,唐,平,精,宕,臧,0,,2
,,,,,,,柞,0,,2
,,,,,,,搡,0,,2
見,開,二,江,平,見,江,杠,0,,0
溪,開,一,唐,平,見,宕,糠,0,,0
,,,,,,,囥,0,,3
疑,開,一,唐,入,見,宕,鄂,0,,2
心,開,三,陽,上,精,宕,鯗,0,,3
崇,開,三,陽,平,莊,宕,牀,0,,0
生,開,三,陽,平,莊,宕,孀,0,,2
章,開,三,陽,去,章,宕,瘴,0,,2
章,開,三,陽,入,章,宕,焯,0,,2
書,開,三,陽,去,章,宕,餉,0,,2
禪,開,三,陽,入,莊,宕,芍,0,,1
日,開,三,陽,平,日,宕,瓤,0,,1
見,開,三,陽,平,見,宕,礓,0,,3
來,開,一,唐,入,來,宕,鉻,0,,2
以,開,三,陽,去,以,宕,恙,0,,2
,,,,,,,桄,0,,3
曉,合,一,唐,入,影,宕,藿,0,,2
曉,合,一,唐,入,影,宕,劐,0,,3
匣,合,一,唐,平,影,宕,蝗,0,,1
匣,合,一,唐,入,影,宕,鑊,0,,2
幫,合,三,陽,上,幫,宕,倣,0,,3
明,合,三,陽,上,幫,宕,輞,0,,3
見,合,三,陽,入,見,宕,钁,0,,2
溪,合,三,陽,平,見,宕,匡,0,,2
云,合,三,陽,入,影,宕,籰,0,,3
滂,開,二,江,去,幫,江,肨,0,,3
滂,開,二,江,入,幫,江,朴,0,,0
,,,,,,,攮,0,,3
知,開,二,江,入,知,江,涿,0,,2
澄,開,二,江,平,知,江,噇,0,,3
見,開,二,江,平,見,江,豇,0,,3
見,開,二,江,上,見,江,耩,0,,3
,,,,,,,搉,0,,3
,,,,,,,夯,0,,1
端,開,一,登,去,端,曾,鐙,0,,3
透,開,一,登,入,端,曾,忒,0,,2
定,開,一,登,平,端,曾,謄,0,,1
清,開,一,登,去,精,曾,蹭,0,,1
精,開,三,蒸,入,精,曾,鯽,0,,1
精,開,三,蒸,入,精,曾,稷,0,,2
知,開,三,蒸,入,知,曾,稙,0,,3
徹,開,三,蒸,入,知,曾,飭,0,,2
船,開,三,蒸,平,章,曾,塍,0,,2
以,開,三,蒸,入,以,曾,弋,0,,2
,,,,,,,虻,0,,2
徹,開,二,庚,去,知,梗,牚,0,,3
徹,開,二,庚,入,知,梗,㿭,0,,3
,,,,,,,𨨌,0,,3
澄,開,二,庚,去,知,梗,䂻,0,,3
見,開,二,庚,平,見,梗,粳,0,,2
幫,開,二,耕,平,幫,梗,浜,0,,2
幫,開,二,耕,入,幫,梗,擘,0,,3
幫,開,二,耕,入,幫,梗,檗,0,,2
匣,開,二,耕,入,影,梗,覈,0,,0
影,開,二,耕,入,影,梗,軛,0,,2
見,開,三,庚,入,見,梗,戟,0,,2
群,開,三,庚,入,見,梗,屐,0,,2
精,開,三,清A,平,精,梗,旌,0,,2
,,,,,,,䝼,0,,3
徹,開,三,清B,平,知,梗,蟶,0,,3
影,開,三,清A,平,影,梗,纓,0,,1
滂,開,四,青,平,幫,梗,姘,0,,2
,,,,,,,靪,0,,3
,,,,,,,疔,0,,2
端,開,四,青,入,端,梗,嫡,1,,1
知,開,二,庚,入,知,梗,嫡,1,,1
定,開,四,青,去,端,梗,錠,0,,1
定,開,四,青,入,端,梗,糴,0,,3
泥,開,四,青,去,端,梗,佞,0,,2
溪,開,四,青,去,見,梗,磬,0,,2
匣,開,四,青,平,影,梗,陘,0,,2
見,合,二,庚,入,見,梗,虢,0,,2
曉,合,二,耕,平,影,梗,揈,0,,3
,,,,,,,檾,0,,3
以,合,三,清A,平,以,梗,塋,0,,2
匣,合,四,青,平,影,梗,滎,0,,2
滂,開,一,東,入,幫,通,醭,0,,3
,,,,,,,蠓,0,,2
,,,,,,,熥,0,,3
透,開,一,東,上,端,通,捅,0,,1
定,開,一,東,平,端,通,瞳,0,,1
定,開,一,東,入,端,通,牘,0,,1
精,開,一,東,平,精,通,椶,0,,3
精,開,一,東,去,精,通,糉,0,,2
匣,開,一,東,上,影,通,汞,0,,1
匣,合,一,東,去,影,通,鬨,0,,0
泥,合,一,冬,平,端,通,儂,0,,2
精,合,一,冬,去,精,通,䝋,0,,3
來,開,三,東,入,來,通,戮,0,,2
,,,,,,,衆,0,,0
日,開,三,東,平,日,通,戎,0,,2
章,合,三,鍾,平,章,通,盅,0,,1
日,合,三,鍾,上,日,通,冗,0,,1
日,開,三,鍾,上,日,通,𣭲,0,,3
見,開,三,鍾,入,見,通,鋦,0,,3
影,開,三,鍾,平,影,通,癰,0,,2
以,開,三,鍾,上,以,通,甬,0,,2
崇,開,二,麻,平,莊,假,茬,0,,1
以,開,三,尤,去,以,流,鼬,0,,2
,,,,,,,撣,0,,1
曉,開,一,寒,上,影,山,焊,0,,1
泥,開,四,添,入,端,咸,捻,0,,1
幫,開,一,寒,入,幫,山,鉢,0,,2
清,合,三,真A,入,精,臻,黢,0,,2
見,開,三,陽,平,見,宕,繮,0,,1
溪,開,四,青,入,見,梗,喫,0,,0
影,開,一,咍,去,影,蟹,璦,0,,2
影,開,一,咍,去,影,蟹,曖,0,,2
,,,,,,,氨,0,,1
影,開,一,寒,入,影,山,胺,0,,2
幫,合,三,元,上,幫,山,坂,0,,2
幫,開,二,刪,上,幫,山,舨,0,,2
滂,開,一,唐,平,幫,宕,鎊,0,,2
幫,開,一,豪,上,幫,效,鴇,0,,2
幫,開,三,支B,平,幫,止,陂,0,,2
幫,開,一,泰,去,幫,蟹,鋇,0,,2
並,開,二,夬,去,幫,蟹,唄,0,,2
,,,,,,,泵,0,,1
幫,開,三,脂A,上,幫,止,匕,0,,1
幫,開,三,脂A,去,幫,止,畀,0,,2
並,開,三,蒸,入,幫,曾,愎,0,,2
幫,開,三,支B,上,幫,止,髀,0,,2
滂,開,三,宵A,平,幫,效,鏢,0,,2
幫,開,三,宵B,上,幫,效,婊,0,,2
幫,開,三,宵B,去,幫,效,裱,0,,2
幫,開,三,真B,平,幫,臻,邠,0,,2
幫,開,三,真B,平,幫,臻,斌,0,,2
,,,,,,,鉑,0,,2
並,開,二,庚,入,幫,梗,舶,0,,1
幫,開,一,模,平,幫,遇,逋,0,,2
昌,開,三,陽,平,章,宕,娼,0,,2
昌,開,三,陽,平,章,宕,鯧,0,,2
,,,,,,,搐,0,,2
徹,合,三,真B,入,知,臻,黜,0,,2
章,合,三,支A,上,章,止,捶,0,,1
初,開,二,江,入,莊,江,齪,0,,2
清,合,一,灰,去,精,蟹,啐,1,,2
心,合,一,灰,去,精,蟹,啐,1,,2
精,合,三,真A,入,精,臻,啐,1,,2
端,開,一,談,入,端,咸,耷,0,,2
,,,,,,,傣,0,,2
端,開,一,寒,平,端,山,鄲,0,,2
,,,,,,,氮,0,,1
端,開,四,齊,上,端,蟹,詆,0,,2
定,開,四,齊,上,端,蟹,娣,1,,2
定,開,四,齊,去,端,蟹,娣,1,,2
透,開,四,齊,平,端,蟹,睇,0,,2
,,,,,,,碲,0,,2
端,開,四,蕭,平,端,效,鯛,0,,2
端,開,四,蕭,上,端,效,屌,0,,2
端,開,四,青,上,端,梗,酊,0,,2
,,,,,,,腚,0,,2
定,開,一,東,平,端,通,侗,1,倥侗,2
透,開,一,東,上,端,通,侗,1,,2
,,,,,,,侗,1,侗族,2
影,開,一,歌,平,影,果,屙,0,,2
疑,開,一,唐,入,見,宕,諤,0,,2
疑,開,一,唐,入,見,宕,齶,0,,2
並,合,三,陽,平,幫,宕,魴,0,,2
幫,合,三,陽,去,幫,宕,舫,0,,2
幫,合,三,微,平,幫,止,緋,0,,2
滂,合,三,微,平,幫,止,霏,0,,2
幫,合,三,微,平,幫,止,誹,0,,1
並,合,三,微,去,幫,止,狒,0,,2
滂,合,三,文,平,幫,臻,雰,0,,2
滂,合,三,虞,平,幫,遇,孚,0,,2
,,,,,,,氟,0,,2
見,開,一,泰,去,見,蟹,鈣,0,,1
見,開,一,東,去,見,通,贛,1,賜予,2
見,開,一,覃,去,見,咸,贛,1,江西省的簡稱,2
見,開,一,唐,平,見,宕,罡,0,,2
匣,開,一,豪,上,影,效,鎬,0,,1
見,開,一,痕,去,見,臻,艮,0,,2
見,合,一,登,平,見,曾,肱,0,,2
見,開,一,侯,上,見,流,詬,0,,2
見,開,一,模,平,見,遇,鴣,0,,2
見,開,一,東,入,見,通,轂,0,,2
云,合,三,真B,入,影,臻,汩,0,,2
見,開,一,模,上,見,遇,瞽,0,,2
見,合,一,寒,平,見,山,莞,1,莞草,2
,,,,,,,莞,1,東莞,2
匣,合,一,寒,上,影,山,莞,1,莞爾,2
見,合,三,微,平,見,止,皈,0,,2
見,合,四,齊,平,見,蟹,珪,0,,2
曉,合,二,庚,入,影,梗,硅,0,,1
見,合,一,魂,上,見,臻,袞,0,,2
見,合,二,耕,入,見,梗,摑,0,,2
匣,開,一,寒,去,影,山,捍,0,,1
匣,開,一,覃,上,影,咸,頷,0,,2
匣,開,一,豪,平,影,效,濠,0,,2
匣,開,一,豪,上,影,效,昊,0,,2
曉,開,一,歌,平,影,果,訶,0,,2
匣,合,一,歌,平,影,果,龢,0,,2
曉,合,二,耕,平,影,梗,訇,0,,2
